item_id,menu_type,category,subcategory,popular,vietnamese_item,english_translation,romanized_no_tones,sound_out,notes,at_a_glance,usually_includes,good_to_know,common_options,quick_say_vietnamese,quick_say_english,quick_say_sound_out,what_it_is,how_to_enjoy,how_locals_order,worth_knowing,regional_association,origin_posture,traveler_caution,helper_phrase_ids,order_line_audio_policy,editorial_status
drink-nuoc-ep-ca-rot,Drink,Juices & fresh drinks,,false,Nước ép cà rốt,Carrot juice,Nuoc ep ca rot,nook ep kah roht,,"Nước ép cà rốt is carrot juice from the fresh-juice stall world, earthy, orange, softly sweet, and often mellowed with sugar or milk.",carrot | water | ice | sugar optional,Earthier than fruit juice.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép cà rốt.,I’d like one glass of carrot juice.,chaw toy moht lee nook ep kah roht,"Nước ép cà rốt is fresh carrot juice served cold. Expect carrot juice that is earthy, sweet, bright orange, and often mellowed with sugar or milk.",Ask if it is mixed with milk or sugar if you want a cleaner vegetable flavor.,"Order nước ép cà rốt when you want a vegetable juice that still feels sweet. Ask ít đường, không sữa, or không đá before blending or pouring.","Carrot juice sits beside tropical fruit at fresh-juice stalls, and it can taste earthy, sweet, and mellow, especially if sugar or milk is added.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-tao,Drink,Juices & fresh drinks,,false,Nước ép táo,Apple juice,Nuoc ep tao,nook ep tow,,"Nước ép táo is a familiar café juice option, crisp and mild, useful when a traveler wants something simple on a Vietnamese drink menu.",apple | water | ice | sugar optional,May be sweetened.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép táo.,I’d like one glass of apple juice.,chaw toy moht lee nook ep tow,"Nước ép táo is fresh or café-style apple juice. Expect apple juice that is crisp, mild, sweet, and familiar.",Order it when you want a gentle fruit drink without strong tropical aroma.,"Nước ép táo is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép táo is more café-style than deeply traditional, but useful on mixed drink menus.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-can-tay,Drink,Juices & fresh drinks,,false,Nước ép cần tây,Celery juice,Nuoc ep can tay,nook ep kun tay,,"Nước ép cần tây is celery juice from Vietnam’s health-drink café lane, green, herbal, lightly bitter, and best ordered with sugar in mind.",celery | water | ice | sugar optional,Expect a vegetal flavor.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép cần tây.,I’d like one glass of celery juice.,chaw toy moht lee nook ep kun tay,"Nước ép cần tây is celery pressed into a cold juice, sometimes mixed with apple or pineapple. Expect celery juice that is green, herbal, lightly bitter, and very fresh.",Ask what it is mixed with if you want to avoid extra sweetness.,"Nước ép cần tây is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép cần tây fits the health-drink side of Vietnamese juice stalls and modern cafés.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-coc,Drink,Juices & fresh drinks,,false,Nước ép cóc,Ambarella juice,Nuoc ep coc,nook ep kawk,,"Nước ép cóc introduces ambarella, a tart green Vietnamese snack fruit that becomes fragrant, punchy juice over ice.",ambarella | water | ice | sugar optional,Tart and unfamiliar for many visitors.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép cóc.,I’d like one glass of ambarella juice.,chaw toy moht lee nook ep kawk,"Nước ép cóc is cóc fruit juiced or blended with sugar and ice. Expect ambarella juice that is tart, green, fragrant, and punchy.",Keep a little sugar unless you like very sour fruit drinks.,"Nước ép cóc is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép cóc introduces a Vietnamese snack fruit often eaten with chili salt and turned into bright juice.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-ep-chanh-day,Drink,Juices & fresh drinks,,false,Nước ép chanh dây,Passion fruit juice,Nuoc ep chanh day,nook ep chan zay,,"Nước ép chanh dây turns passion fruit into a bright Vietnamese café drink, tangy, floral, aromatic, and vivid over ice.",passion fruit | water | ice | sugar optional,Seeds or pulp may be included.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước ép chanh dây.,I’d like one glass of passion fruit juice.,chaw toy moht lee nook ep chan zay,"Nước ép chanh dây is passion fruit mixed with water, sugar, and ice. Expect passion fruit juice that is tangy, floral, aromatic, and bright yellow-orange.",Ask for less sugar only if you enjoy strong tartness.,"Nước ép chanh dây is usually made or poured cold, so ask no sugar, less sugar, or no ice before the glass is finished. Fresh fruit versions taste best when the flavor stays tart, pulpy, or fragrant.","In Vietnam, Nước ép chanh dây is a vivid tropical drink that shows Vietnam’s love of sweet-sour refreshment.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-rau-ma,Drink,Juices & fresh drinks,,true,Rau má,Pennywort juice,Rau ma,row mah,,"Rau má is pennywort juice, green, grassy, and cooling, a Vietnamese drink that can feel both herbal and refreshingly alive.",pennywort | water | ice | sugar optional,The green flavor is strong.,less sugar | no ice | more ice | takeaway,Cho tôi một ly rau má.,I’d like one glass of pennywort juice.,chaw toy moht lee row mah,"Rau má is rau má leaves blended or pressed into a green drink. Expect pennywort juice that is grassy, herbal, cooling, and slightly bitter.","Try it plain first if you like herbal flavors, or with mung bean if offered for a softer taste.","Rau má is a green, herbal drink; ask less sugar if you want the pennywort bite. Some shops offer mung bean, which makes it thicker and softer.","In Vietnam, Rau má is a very Vietnamese herbal refreshment, more earthy than fruity and often loved for its cooling feel.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-sam,Drink,Juices & fresh drinks,,false,Nước sâm,Herbal drink,Nuoc sam,nook sum,,"Nước sâm is a cooling herbal drink, dark and gently sweet, built from roots, leaves, and Vietnam’s practical hot-weather drinking habits.",herbal infusion | sugar | ice | dried roots or leaves,Usually sweet.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước sâm.,I’d like one glass of herbal drink.,chaw toy moht lee nook sum,"Nước sâm is a sweet herbal drink made from roots, leaves, and sugar. Expect herbal tea that is dark, sweet, cooling, and rooty with a medicinal edge.",Drink it cold when you want something cooling but not fruity.,"Nước sâm is an herbal sweet drink, so ask ít đường if you want the roots, longan, monk fruit, or cooling herbs to come through. Less ice keeps the flavor from turning watery.","In Vietnam, Nước sâm belongs to Vietnam’s herbal street-drink culture, where refreshment and folk comfort overlap.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-nha-dam,Drink,Juices & fresh drinks,,false,Nước nha đam,Aloe vera drink,Nuoc nha dam,nook nyah dahm,,"Nước nha đam is aloe vera drink, lightly sweet with slippery aloe cubes that make texture part of the refreshment.",aloe vera | sugar syrup | water | ice,The aloe texture is slippery and soft.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước nha đam.,I’d like one glass of aloe vera drink.,chaw toy moht lee nook nyah dahm,"Nước nha đam is sweet aloe drink served cold. Expect aloe vera drink with sweet liquid and slippery, cooling aloe cubes.","Sip slowly so you get the chewy aloe pieces, not just the sweet drink.",Nước nha đam is ordered for the slippery aloe pieces as much as the sweet drink. Ask less sugar and no ice if you want the aloe texture to stay noticeable.,"In Vietnam, Nước nha đam shows Vietnam’s love of drinks with texture, where the chew can be as important as the flavor.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-sam-bo-luong,Drink,Juices & fresh drinks,,false,Sâm bổ lượng,Sweet herbal dessert drink,Sam bo luong,sum baw loo-ung,,"Sâm bổ lượng is a sweet herbal dessert drink, cooling, chewy, and full of longan, seaweed, barley, or other spoonable textures.",herbal syrup | dried longan | lotus seed optional | seaweed optional | ice,Expect bits and textures in the cup.,less sugar | no ice | more ice | takeaway,Cho tôi một ly sâm bổ lượng.,I’d like one glass of sweet herbal dessert drink.,chaw toy moht lee sum baw loo-ung,"Sâm bổ lượng is a sweet herbal drink with mixed ingredients such as longan, lotus seed, seaweed, or jelly. Expect herbal dessert drink with longan-like sweetness, seaweed or jelly textures, and a cooling finish.",Use the spoon or wide straw if it comes with pieces; it drinks partly like dessert.,"Sâm bổ lượng is an herbal sweet drink, so ask ít đường if you want the roots, longan, monk fruit, or cooling herbs to come through. Less ice keeps the flavor from turning watery.","In Vietnam, Sâm bổ lượng is part of the Chinese-Vietnamese herbal sweet tradition, especially visible in southern cities.",,category-context,Ingredients vary widely by shop.,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-la-han-qua,Drink,Juices & fresh drinks,,false,Nước la hán quả,Monk fruit herbal drink,Nuoc la han qua,nook lah han kwah,,"Nước la hán quả is a dark monk-fruit herbal drink, naturally sweet, cooling, and part of Vietnam’s old-school refreshment culture.",monk fruit | herbal infusion | ice | sugar optional,Usually sweet but not fizzy.,less sugar | no ice | more ice | takeaway,Cho tôi một ly nước la hán quả.,I’d like one glass of monk fruit herbal drink.,chaw toy moht lee nook lah han kwah,"Nước la hán quả is la hán quả steeped into a sweet herbal drink. Expect monk-fruit drink that is dark, herbal, naturally sweet, and gently cooling.",Drink it cold as a softer alternative to soda.,"Nước la hán quả is an herbal sweet drink, so ask ít đường if you want the roots, longan, monk fruit, or cooling herbs to come through. Less ice keeps the flavor from turning watery.","In Vietnam, Nước la hán quả belongs to Vietnam’s cooling herbal drink culture, where sweetness can come from roots and fruits rather than syrup alone.",,category-context,,menu-less-sugar | menu-no-sugar | menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-suoi,Drink,"Water, soda & other drinks",,true,Nước suối,Bottled water,Nuoc suoi,nook soo-ee,,"Nước suối is sealed bottled water, the practical travel-day order when you want plain water with no glass of ice.",bottled water | sealed bottle | ice optional,Check the seal if buying from a small stall.,cold | large bottle | no ice | with ice,Cho tôi một chai nước suối.,I’d like one bottle of bottled water.,chaw toy moht chai nook soo-ee,"Nước suối is sealed still water. Expect bottled water, plain, clean, and often served room-temperature unless you ask for it cold.","Ask for lạnh if you want it chilled, or không đá if you do not want ice.",Order nước suối and ask lạnh if you want it chilled. Say không đá if you do not want ice poured into a glass.,"Nước suối is the practical sealed bottled-water order for restaurants, shops, and travel days.",,category-context,,menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-loc,Drink,"Water, soda & other drinks",,true,Nước lọc,Drinking water,Nuoc loc,nook lawk,,"Nước lọc is plain drinking water, often filtered by the glass, so sealed-bottle travelers may want nước suối instead.",drinking water | glass or pitcher | ice optional,"For sealed bottled water, nước suối may be clearer.",cold | large bottle | no ice | with ice,Cho tôi một ly nước lọc.,I’d like one glass of drinking water.,chaw toy moht lee nook lawk,"Nước lọc is filtered drinking water. Expect filtered water, plain and neutral, sometimes served by the glass rather than in a sealed bottle.","Use this term when asking for plain water, but bottled water is clearer if you need sealed water.","Nước lọc is a simple water order, but ask for a sealed cold bottle if that matters. Say không đá if you do not want ice added to the glass.","In Vietnam, Nước lọc is the everyday Vietnamese phrase for plain drinking water.",,category-context,,menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
drink-nuoc-khoang,Drink,"Water, soda & other drinks",,false,Nước khoáng,Mineral water,Nuoc khoang,nook kwahng,,"Nước khoáng is mineral water, a practical menu word to know because still and sparkling bottles may both appear.",mineral water | bottle | ice optional,Ask if it is chilled.,cold | large bottle | no ice | with ice,Cho tôi một chai nước khoáng.,I’d like one bottle of mineral water.,chaw toy moht chai nook kwahng,"Nước khoáng is bottled mineral water; menus may use the same label for still or sparkling bottles. Expect a clean, faintly mineral taste rather than sweetness, fruit, or tea flavor.",Specify có ga or không ga if you care about bubbles.,"Nước khoáng is a simple water order, but ask for a sealed cold bottle if that matters. Say không đá if you do not want ice added to the glass.","In Vietnam, Nước khoáng is useful because mineral water may be still or sparkling, so có ga and không ga are the words to notice.",,category-context,,menu-less-ice | menu-no-ice | menu-pay-now,text-only,handwritten-reviewed
