phrase_id,scenario_id,family_id,family_title,english_text,target_text,pronunciation,audio_key,audio_status,status,context,search_aliases,notes
,polite-basics,v900-poli-basi-no-problem,Reassure politely,No problem,Không có gì,Khong co gi,v900-poli-basi-no-problem,ready,approved,Use this when you want to put someone at ease in a short travel exchange.,reassure politely|no problem,"cleanup import: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as 900 premium fill"
,polite-basics,v900-poli-basi-thats-fine,Accept politely,That’s fine,Không sao đâu,Khong sao dau,v900-poli-basi-thats-fine,ready,approved,"Use this when a driver, staff member, or helper needs quick confirmation that the situation is okay.",accept politely|that’s fine|that s fine,"cleanup import: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as 900 premium fill"
,polite-basics,v900-poli-basi-can-i-come-in,Can I come in,Can I come in?,Tôi có thể vào được không?,Toi co the vao duoc khong,v900-poli-basi-can-i-come-in,ready,approved,Use this in short everyday travel exchanges when you want to stay polite without overexplaining.,can i come in?|can i come in,"cleanup import: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as 900 premium fill"
,polite-basics,v900-poli-basi-im-in-a-hurry,I’m in a hurry,I’m in a hurry,tôi đang vội,toi dang voi,v900-poli-basi-im-in-a-hurry,ready,approved,Use this in short everyday travel exchanges when you want to stay polite without overexplaining.,i’m in a hurry|i m in a hurry,cleanup import: Essentials & Politeness / Simple Needs / keep_as_is; selected as 900 premium fill
,polite-basics,v900-poli-basi-im-very-sorry,I’m very sorry,I’m very sorry,tôi rất xin lỗi,toi rat xin loi,v900-poli-basi-im-very-sorry,ready,approved,Use this in short everyday travel exchanges when you want to stay polite without overexplaining.,i’m very sorry|i m very sorry,cleanup import: Essentials & Politeness / Thanks & Apologies / keep_as_is; selected as 900 premium fill
,polite-basics,v900-poli-basi-can-i-sit-here,Can I sit here,Can I sit here?,Tôi có thể ngồi đây được không?,Toi co the ngoi day duoc khong,v900-poli-basi-can-i-sit-here,ready,approved,Use this in short everyday travel exchanges when you want to stay polite without overexplaining.,can i sit here?|can i sit here,"cleanup import: Essentials & Politeness / Yes, No & Permissions / keep_as_is; selected as 900 premium fill"
,understanding-repair,v900-unde-repa-can-you-explain-it-in-english,Can you explain it in English,Can you explain it in English?,Bạn có thể giải thích nó bằng tiếng Anh không?,Ban co the giai thich no bang tieng Anh khong,v900-unde-repa-can-you-explain-it-in-english,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,can you explain it in english?|can you explain it in english,cleanup import: Language Repair & Clarifying / English Help & Translation / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-can-you-read-this-translation,Can you read this translation,Can you read this translation?,Bạn có đọc được bản dịch này không?,Ban co doc duoc ban dich nay khong,v900-unde-repa-can-you-read-this-translation,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,can you read this translation?|can you read this translation,cleanup import: Language Repair & Clarifying / English Help & Translation / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-do-you-mean-today-or-tomorrow,Do you mean today or tomorrow,Do you mean today or tomorrow?,Ý bạn là hôm nay hay ngày mai?,Y ban la hom nay hay ngay mai,v900-unde-repa-do-you-mean-today-or-tomorrow,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,do you mean today or tomorrow?|do you mean today or tomorrow,cleanup import: Language Repair & Clarifying / Understand & Meaning / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-can-you-say-it-in-a-simpler-way,Can you say it in a simpler way,Can you say it in a simpler way?,Bạn có thể nói nó một cách đơn giản hơn?,Ban co the noi no mot cach don gian hon,v900-unde-repa-can-you-say-it-in-a-simpler-way,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,can you say it in a simpler way?|can you say it in a simpler way,cleanup import: Language Repair & Clarifying / Repeat & Slow Down / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-i-think-there-is-a-misunderstanding,I think there is a misunderstanding,I think there is a misunderstanding,Tôi nghĩ có sự hiểu lầm,Toi nghi co su hieu lam,v900-unde-repa-i-think-there-is-a-misunderstanding,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,i think there is a misunderstanding,cleanup import: Language Repair & Clarifying / Repair When Stuck / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-is-there-someone-who-speaks-english,Is there someone who speaks English,Is there someone who speaks English?,Có ai nói được tiếng Anh không?,Co ai noi duoc tieng Anh khong,v900-unde-repa-is-there-someone-who-speaks-english,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,is there someone who speaks english?|is there someone who speaks english,cleanup import: Language Repair & Clarifying / English Help & Translation / keep_as_is; selected as 900 premium fill
,understanding-repair,v900-unde-repa-im-trying-but-i-dont-know-the-right-words,"I’m trying, but I don’t know the right words","I’m trying, but I don’t know the right words",Tôi đang cố gắng nhưng không biết dùng từ thích hợp,Toi dang co gang nhung khong biet dung tu thich hop,v900-unde-repa-im-trying-but-i-dont-know-the-right-words,ready,approved,Use this when the conversation is stuck and you need a clearer next step fast.,"i’m trying, but i don’t know the right words|i m trying but i don t know the right words",cleanup import: Language Repair & Clarifying / Repair When Stuck / keep_as_is; selected as 900 premium fill
,transport,v900-tran-please-open-the-window,Please open the window,Please open the window,Hãy mở cửa sổ,Hay mo cua so,v900-tran-please-open-the-window,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please open the window,"cleanup import: Getting Around / Comfort, Waiting & Stops / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-please-turn-right-here,Please turn right here,Please turn right here,Vui lòng rẽ phải ở đây,Vui long re phai o day,v900-tran-please-turn-right-here,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please turn right here,cleanup import: Getting Around / Destination & Routing / keep_as_is; selected as 900 premium fill
,transport,v900-tran-is-this-seat-available,Is this seat available,Is this seat available?,Chỗ ngồi này có sẵn không?,Cho ngoi nay co san khong,v900-tran-is-this-seat-available,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",is this seat available?|is this seat available,"cleanup import: Getting Around / Bus, Train & Metro / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-please-avoid-toll-roads,Please avoid toll roads,Please avoid toll roads,Vui lòng tránh đường thu phí,Vui long tranh duong thu phi,v900-tran-please-avoid-toll-roads,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please avoid toll roads,cleanup import: Getting Around / Destination & Routing / keep_as_is; selected as 900 premium fill
,transport,v900-tran-please-close-the-window,Please close the window,Please close the window,Hãy đóng cửa sổ lại,Hay dong cua so lai,v900-tran-please-close-the-window,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please close the window,"cleanup import: Getting Around / Comfort, Waiting & Stops / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-where-is-the-boat-pier,Where is the boat pier,Where is the boat pier?,Bến thuyền ở đâu?,Ben thuyen o dau,v900-tran-where-is-the-boat-pier,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",where is the boat pier?|where is the boat pier,"cleanup import: Getting Around / Motorbike, Boat & Rentals / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-can-you-break-this-bill,Can you break this bill,Can you break this bill?,Bạn có thể phá vỡ hóa đơn này?,Ban co the pha vo hoa don nay,v900-tran-can-you-break-this-bill,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",can you break this bill?|can you break this bill,"cleanup import: Getting Around / Fare, Meter & Payment / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-can-you-pick-me-up-here,Can you pick me up here,Can you pick me up here?,Bạn có thể đón tôi ở đây được không?,Ban co the don toi o day duoc khong,v900-tran-can-you-pick-me-up-here,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",can you pick me up here?|can you pick me up here,cleanup import: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as 900 premium fill
,transport,v900-tran-does-that-include-tolls,Does that include tolls,Does that include tolls?,Điều đó có bao gồm phí cầu đường không?,Dieu do co bao gom phi cau duong khong,v900-tran-does-that-include-tolls,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",does that include tolls?|does that include tolls,"cleanup import: Getting Around / Fare, Meter & Payment / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-i-booked-through-the-app,I booked through the app,I booked through the app,Tôi đã đặt qua ứng dụng,Toi da dat qua ung dung,v900-tran-i-booked-through-the-app,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",i booked through the app,cleanup import: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as 900 premium fill
,transport,v900-tran-is-that-the-total-price,Is that the total price,Is that the total price?,Đó có phải là tổng giá không?,Do co phai la tong gia khong,v900-tran-is-that-the-total-price,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",is that the total price?|is that the total price,"cleanup import: Getting Around / Fare, Meter & Payment / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-is-there-an-airport-fee,Is there an airport fee,Is there an airport fee?,Có phí sân bay không?,Co phi san bay khong,v900-tran-is-there-an-airport-fee,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",is there an airport fee?|is there an airport fee,"cleanup import: Getting Around / Fare, Meter & Payment / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-please-avoid-the-highway,Please avoid the highway,Please avoid the highway,Xin hãy tránh đường cao tốc,Xin hay tranh duong cao toc,v900-tran-please-avoid-the-highway,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please avoid the highway,cleanup import: Getting Around / Destination & Routing / keep_as_is; selected as 900 premium fill
,transport,v900-tran-please-give-me-a-receipt,Please give me a receipt,Please give me a receipt,Vui lòng đưa cho tôi biên nhận,Vui long dua cho toi bien nhan,v900-tran-please-give-me-a-receipt,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",please give me a receipt,"cleanup import: Getting Around / Fare, Meter & Payment / keep_as_is; selected as 900 premium fill"
,transport,v900-tran-how-many-stops-from-here,How many stops from here,How many stops from here?,Có bao nhiêu điểm dừng từ đây?,Co bao nhieu diem dung tu day,v900-tran-how-many-stops-from-here,ready,approved,"Use this during rides, stations, pickups, or route changes when the trip could go sideways.",how many stops from here?|how many stops from here,"cleanup import: Getting Around / Bus, Train & Metro / keep_as_is; selected as 900 premium fill"
