phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
v500-food-drin-id-like-a-bowl-of-ph-please,v500-food-drin-id-like-a-bowl-of-ph-please,"I’d like a bowl of phở, please",food-drink,Food & Drink,"I’d like a bowl of phở, please",Làm ơn cho tôi một tô phở,Lam on cho toi mot to pho,v500-food-drin-id-like-a-bowl-of-ph-please,ready,premium,say-first,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","i’d like a bowl of phở, please | i d like a bowl of ph please",,,,,,,,,autonomous-500 from cleanup: Food & Drink / Ordering Food / keep_as_is; selected as premium fill
v500-food-drin-please-make-it-without-peanuts,v500-food-drin-please-make-it-without-peanuts,Please make it without peanuts,food-drink,Food & Drink,Please make it without peanuts,Hãy làm món này mà không cần đậu phộng,Hay lam mon nay ma khong can dau phong,v500-food-drin-please-make-it-without-peanuts,ready,premium,say-first,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",please make it without peanuts,,,,,,,,,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
v500-food-drin-i-cannot-eat-this-because-of-an-allergy,v500-food-drin-i-cannot-eat-this-because-of-an-allergy,I cannot eat this because of an allergy,food-drink,Food & Drink,I cannot eat this because of an allergy,Tôi không thể ăn món này vì bị dị ứng,Toi khong the an mon nay vi bi di ung,v500-food-drin-i-cannot-eat-this-because-of-an-allergy,ready,premium,say-first,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",i cannot eat this because of an allergy,,,,,,,,,autonomous-500 from cleanup: Food & Drink / Dietary Needs & Allergies / keep_as_is; selected as premium fill
v500-food-drin-this-is-cold,v500-food-drin-this-is-cold,This is cold,food-drink,Food & Drink,This is cold,Trời lạnh quá,Troi lanh qua,v500-food-drin-this-is-cold,ready,premium,say-first,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.",this is cold,,,,,,,,,autonomous-500 from cleanup: Food & Drink / Order Problems & Recovery / keep_as_is; selected as premium fill
v500-food-drin-no-ice-please,v500-food-drin-no-ice-please,"No ice, please",food-drink,Food & Drink,"No ice, please",Làm ơn đừng có đá,Lam on dung co da,v500-food-drin-no-ice-please,ready,premium,say-first,"Use this while ordering, correcting the dish, or paying when the table moment needs a direct phrase.","no ice, please | no ice please",,,,,,,,,autonomous-500 from cleanup: Food & Drink / Customization & Condiments / keep_as_is; selected as premium fill
v500-mone-numb-pric-can-i-have-a-receipt,v500-mone-numb-pric-can-i-have-a-receipt,Can I have a receipt,money-numbers-prices,Payment & numbers,Can I have a receipt?,Tôi có thể có biên nhận được không?,Toi co the co bien nhan duoc khong,v500-mone-numb-pric-can-i-have-a-receipt,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",can i have a receipt? | can i have a receipt,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Receipts, Refunds & Overcharges / keep_as_is; selected as premium fill"
v500-mone-numb-pric-where-can-i-exchange-money,v500-mone-numb-pric-where-can-i-exchange-money,Where can I exchange money,money-numbers-prices,Payment & numbers,Where can I exchange money?,Tôi có thể đổi tiền ở đâu?,Toi co the doi tien o dau,v500-mone-numb-pric-where-can-i-exchange-money,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",where can i exchange money? | where can i exchange money,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
v500-mone-numb-pric-the-atm-did-not-give-me-cash,v500-mone-numb-pric-the-atm-did-not-give-me-cash,The ATM did not give me cash,money-numbers-prices,Payment & numbers,The ATM did not give me cash,ATM không đưa tiền mặt cho tôi,ATM khong dua tien mat cho toi,v500-mone-numb-pric-the-atm-did-not-give-me-cash,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",the atm did not give me cash,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
v500-mone-numb-pric-is-this-enough,v500-mone-numb-pric-is-this-enough,Is this enough,money-numbers-prices,Payment & numbers,Is this enough?,Thế này đã đủ chưa?,The nay da du chua,v500-mone-numb-pric-is-this-enough,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is this enough? | is this enough,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Cash, Change & Bills / keep_as_is; selected as premium fill"
v500-mone-numb-pric-is-tax-included,v500-mone-numb-pric-is-tax-included,Is tax included,money-numbers-prices,Payment & numbers,Is tax included?,Có bao gồm thuế không?,Co bao gom thue khong,v500-mone-numb-pric-is-tax-included,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is tax included? | is tax included,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
v500-mone-numb-pric-how-much-for-one,v500-mone-numb-pric-how-much-for-one,How much for one,money-numbers-prices,Payment & numbers,How much for one?,Bao nhiêu một cái?,Bao nhieu mot cai,v500-mone-numb-pric-how-much-for-one,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",how much for one? | how much for one,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
v500-mone-numb-pric-ill-think-about-it,v500-mone-numb-pric-ill-think-about-it,I’ll think about it,money-numbers-prices,Payment & numbers,I’ll think about it,Tôi sẽ nghĩ về nó,Toi se nghi ve no,v500-mone-numb-pric-ill-think-about-it,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",i’ll think about it | i ll think about it,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill"
v500-mone-numb-pric-is-this-per-person,v500-mone-numb-pric-is-this-per-person,Is this per person,money-numbers-prices,Payment & numbers,Is this per person?,Đây có phải là mỗi người?,Day co phai la moi nguoi,v500-mone-numb-pric-is-this-per-person,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is this per person? | is this per person,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
v500-mone-numb-pric-i-need-smaller-bills,v500-mone-numb-pric-i-need-smaller-bills,I need smaller bills,money-numbers-prices,Payment & numbers,I need smaller bills,Tôi cần hóa đơn nhỏ hơn,Toi can hoa don nho hon,v500-mone-numb-pric-i-need-smaller-bills,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",i need smaller bills,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
v500-mone-numb-pric-is-there-a-card-fee,v500-mone-numb-pric-is-there-a-card-fee,Is there a card fee,money-numbers-prices,Payment & numbers,Is there a card fee?,Có tính phí thẻ không?,Co tinh phi the khong,v500-mone-numb-pric-is-there-a-card-fee,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is there a card fee? | is there a card fee,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill"
v500-mone-numb-pric-my-card-was-declined,v500-mone-numb-pric-my-card-was-declined,My card was declined,money-numbers-prices,Payment & numbers,My card was declined,Thẻ của tôi đã bị từ chối,The cua toi da bi tu choi,v500-mone-numb-pric-my-card-was-declined,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",my card was declined,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill"
v500-mone-numb-pric-i-only-have-this-much,v500-mone-numb-pric-i-only-have-this-much,I only have this much,money-numbers-prices,Payment & numbers,I only have this much,Tôi chỉ có bấy nhiêu thôi,Toi chi co bay nhieu thoi,v500-mone-numb-pric-i-only-have-this-much,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",i only have this much,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill"
v500-mone-numb-pric-please-count-it-again,v500-mone-numb-pric-please-count-it-again,Please count it again,money-numbers-prices,Payment & numbers,Please count it again,Hãy đếm lại nhé,Hay dem lai nhe,v500-mone-numb-pric-please-count-it-again,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",please count it again,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / ATM & Currency Exchange / keep_as_is; selected as premium fill"
v500-mone-numb-pric-is-there-an-extra-fee,v500-mone-numb-pric-is-there-an-extra-fee,Is there an extra fee,money-numbers-prices,Payment & numbers,Is there an extra fee?,Có phải trả thêm phí không?,Co phai tra them phi khong,v500-mone-numb-pric-is-there-an-extra-fee,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",is there an extra fee? | is there an extra fee,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
v500-mone-numb-pric-no-thanks-maybe-later,v500-mone-numb-pric-no-thanks-maybe-later,"No thanks, maybe later",money-numbers-prices,Payment & numbers,"No thanks, maybe later","Không, cảm ơn, có thể để sau",Khong cam on co the de sau,v500-mone-numb-pric-no-thanks-maybe-later,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.","no thanks, maybe later | no thanks maybe later",,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Bargaining & Deciding / keep_as_is; selected as premium fill"
v500-mone-numb-pric-please-write-the-price,v500-mone-numb-pric-please-write-the-price,Please write the price,money-numbers-prices,Payment & numbers,Please write the price,Hãy viết giá,Hay viet gia,v500-mone-numb-pric-please-write-the-price,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",please write the price,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Prices & Totals / keep_as_is; selected as premium fill"
v500-mone-numb-pric-can-i-try-another-card,v500-mone-numb-pric-can-i-try-another-card,Can I try another card,money-numbers-prices,Payment & numbers,Can I try another card?,Tôi có thể thử thẻ khác được không?,Toi co the thu the khac duoc khong,v500-mone-numb-pric-can-i-try-another-card,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",can i try another card? | can i try another card,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Cards, QR & Contactless / keep_as_is; selected as premium fill"
v500-mone-numb-pric-can-you-give-me-change,v500-mone-numb-pric-can-you-give-me-change,Can you give me change,money-numbers-prices,Payment & numbers,Can you give me change?,Bạn có thể cho tôi tiền lẻ được không?,Ban co the cho toi tien le duoc khong,v500-mone-numb-pric-can-you-give-me-change,ready,premium,say-first,"Use this when you need the number, total, fee, or payment detail to be clear before it gets worse.",can you give me change? | can you give me change,,,,,,,,,"autonomous-500 from cleanup: Money, Prices & Payment / Cash, Change & Bills / keep_as_is; selected as premium fill"
