"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v500-tran-please-take-me-to-this-hotel","transport","v500-tran-please-take-me-to-this-hotel","Please take me to this hotel","Use this when you need direct help with the next step.","v500-tran-please-take-me-to-this-hotel","Please take me to this hotel","Vui lÃ²ng Ä‘Æ°a tÃ´i Ä‘áº¿n khÃ¡ch sáº¡n nÃ y","Vui lÃ²ng Ä‘Æ°a tÃ´i Ä‘áº¿n khÃ¡ch sáº¡n nÃ y","Vui long dua toi den khach san nay","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please take me to this hotel","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-i-will-pay-the-driver-in-cash","transport","v500-tran-i-will-pay-the-driver-in-cash","I will pay the driver in cash","Use this when you need to explain that i will pay the driver in cash.","v500-tran-i-will-pay-the-driver-in-cash","I will pay the driver in cash","TÃ´i sáº½ tráº£ tiá»n máº·t cho tÃ i xáº¿","TÃ´i sáº½ tráº£ tiá»n máº·t cho tÃ i xáº¿","Toi se tra tien mat cho tai xe","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","i will pay the driver in cash","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-is-this-my-car","transport","v500-tran-is-this-my-car","Is this my car","Ask this when you need is this my car.","v500-tran-is-this-my-car","Is this my car?","ÄÃ¢y cÃ³ pháº£i lÃ  xe cá»§a tÃ´i khÃ´ng?","ÄÃ¢y cÃ³ pháº£i lÃ  xe cá»§a tÃ´i khÃ´ng?","Day co phai la xe cua toi khong","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","is this my car?|is this my car","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-i-missed-my-stop","transport","v500-tran-i-missed-my-stop","I missed my stop","Use this when you need to explain that i missed my stop.","v500-tran-i-missed-my-stop","I missed my stop","TÃ´i Ä‘Ã£ bá» lá»¡ Ä‘iá»ƒm dá»«ng cá»§a mÃ¬nh","TÃ´i Ä‘Ã£ bá» lá»¡ Ä‘iá»ƒm dá»«ng cá»§a mÃ¬nh","Toi da bo lo diem dung cua minh","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","i missed my stop","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Bus, Train & Metro / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-wait-here","transport","v500-tran-please-wait-here","Please wait here","Use this when you need direct help with the next step.","v500-tran-please-wait-here","Please wait here","Xin vui lÃ²ng Ä‘á»£i á»Ÿ Ä‘Ã¢y","Xin vui lÃ²ng Ä‘á»£i á»Ÿ Ä‘Ã¢y","Xin vui long doi o day","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please wait here","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Comfort, Waiting & Stops / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-are-you-my-driver","transport","v500-tran-are-you-my-driver","Are you my driver","Ask this when you need are you my driver.","v500-tran-are-you-my-driver","Are you my driver?","Báº¡n lÃ  tÃ i xáº¿ cá»§a tÃ´i Ã ?","Báº¡n lÃ  tÃ i xáº¿ cá»§a tÃ´i Ã ?","Ban la tai xe cua toi a","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","are you my driver?|are you my driver","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-go-straight","transport","v500-tran-please-go-straight","Please go straight","Use this when you need direct help with the next step.","v500-tran-please-go-straight","Please go straight","HÃ£y Ä‘i tháº³ng","HÃ£y Ä‘i tháº³ng","Hay di thang","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please go straight","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Destination & Routing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-turn-around","transport","v500-tran-please-turn-around","Please turn around","Use this when you need direct help with the next step.","v500-tran-please-turn-around","Please turn around","Xin hÃ£y quay láº¡i","Xin hÃ£y quay láº¡i","Xin hay quay lai","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please turn around","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Transport Problems & Recovery / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-drive-slower","transport","v500-tran-please-drive-slower","Please drive slower","Use this when you need direct help with the next step.","v500-tran-please-drive-slower","Please drive slower","Xin hÃ£y lÃ¡i xe cháº­m láº¡i","Xin hÃ£y lÃ¡i xe cháº­m láº¡i","Xin hay lai xe cham lai","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please drive slower","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Comfort, Waiting & Stops / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-follow-the-map","transport","v500-tran-please-follow-the-map","Please follow the map","Use this when you need direct help with the next step.","v500-tran-please-follow-the-map","Please follow the map","HÃ£y Ä‘i theo báº£n Ä‘á»“","HÃ£y Ä‘i theo báº£n Ä‘á»“","Hay di theo ban do","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please follow the map","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-open-the-trunk","transport","v500-tran-please-open-the-trunk","Please open the trunk","Use this when you need direct help with the next step.","v500-tran-please-open-the-trunk","Please open the trunk","Vui lÃ²ng má»Ÿ cá»‘p xe","Vui lÃ²ng má»Ÿ cá»‘p xe","Vui long mo cop xe","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please open the trunk","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Taxi & Ride-Hailing / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-when-is-the-next-bus","transport","v500-tran-when-is-the-next-bus","When is the next bus","Ask this when you need when is the next bus.","v500-tran-when-is-the-next-bus","When is the next bus?","Khi nÃ o cÃ³ chuyáº¿n xe buÃ½t tiáº¿p theo?","Khi nÃ o cÃ³ chuyáº¿n xe buÃ½t tiáº¿p theo?","Khi nao co chuyen xe buyt tiep theo","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","when is the next bus?|when is the next bus","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Bus, Train & Metro / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-where-do-i-return-it","transport","v500-tran-where-do-i-return-it","Where do I return it","Ask this when you need where do i return it.","v500-tran-where-do-i-return-it","Where do I return it?","TÃ´i cÃ³ thá»ƒ tráº£ láº¡i nÃ³ á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ tráº£ láº¡i nÃ³ á»Ÿ Ä‘Ã¢u?","Toi co the tra lai no o dau","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","where do i return it?|where do i return it","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Motorbike, Boat & Rentals / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-can-i-put-my-bag-here","transport","v500-tran-can-i-put-my-bag-here","Can I put my bag here","Ask this when you need can i put my bag here.","v500-tran-can-i-put-my-bag-here","Can I put my bag here?","TÃ´i cÃ³ thá»ƒ Ä‘áº·t tÃºi cá»§a tÃ´i á»Ÿ Ä‘Ã¢y Ä‘Æ°á»£c khÃ´ng?","TÃ´i cÃ³ thá»ƒ Ä‘áº·t tÃºi cá»§a tÃ´i á»Ÿ Ä‘Ã¢y Ä‘Æ°á»£c khÃ´ng?","Toi co the dat tui cua toi o day duoc khong","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","can i put my bag here?|can i put my bag here","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Bus, Train & Metro / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-i-got-on-the-wrong-bus","transport","v500-tran-i-got-on-the-wrong-bus","I got on the wrong bus","Use this when you need to explain that i got on the wrong bus.","v500-tran-i-got-on-the-wrong-bus","I got on the wrong bus","TÃ´i lÃªn nháº§m xe buÃ½t","TÃ´i lÃªn nháº§m xe buÃ½t","Toi len nham xe buyt","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","i got on the wrong bus","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Bus, Train & Metro / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-is-this-train-delayed","transport","v500-tran-is-this-train-delayed","Is this train delayed","Ask this when you need is this train delayed.","v500-tran-is-this-train-delayed","Is this train delayed?","Chuyáº¿n tÃ u nÃ y cÃ³ bá»‹ trá»… khÃ´ng?","Chuyáº¿n tÃ u nÃ y cÃ³ bá»‹ trá»… khÃ´ng?","Chuyen tau nay co bi tre khong","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","is this train delayed?|is this train delayed","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Bus, Train & Metro / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-call-the-driver","transport","v500-tran-please-call-the-driver","Please call the driver","Use this when you need direct help with the next step.","v500-tran-please-call-the-driver","Please call the driver","Vui lÃ²ng gá»i tÃ i xáº¿","Vui lÃ²ng gá»i tÃ i xáº¿","Vui long goi tai xe","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please call the driver","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Transport Problems & Recovery / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-tran-please-drive-carefully","transport","v500-tran-please-drive-carefully","Please drive carefully","Use this when you need direct help with the next step.","v500-tran-please-drive-carefully","Please drive carefully","HÃ£y lÃ¡i xe cáº©n tháº­n","HÃ£y lÃ¡i xe cáº©n tháº­n","Hay lai xe can than","premium","say-first","Use this during rides, stations, pickups, or route changes when the trip could go sideways.","","please drive carefully","","planned","ðŸš•","autonomous-500 cleanup historical source-lane record: Getting Around / Comfort, Waiting & Stops / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
